,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM
195403,3.0342,3.4529,3.072,3.0861,2.3134,2.8191,2.7151,3.3797,2.491,2.3312,4.2557,1.684,3.9357,3.048,0.4525,4.6374,3.0712,5.1642,3.2119,2.1321,4.4689,3.7937,2.857,2.2406,0.6813
195404,-5.2562,2.7495,2.9663,1.2875,-0.3739,-1.4716,-0.1961,2.7147,0.0854,0.2953,1.9546,2.8936,3.1937,2.5537,-0.8029,1.448,3.52,2.3978,-1.1349,0.5394,5.5862,4.5654,5.2785,5.7227,1.3778
195405,0.2485,6.4719,4.5308,4.5511,4.3229,2.6739,3.9603,4.4842,4.7436,3.9817,2.8591,2.9846,2.575,4.4933,6.7622,3.7999,3.0032,4.6948,6.2821,6.9501,2.8049,2.1655,2.3146,6.8676,7.4444
195406,-4.2572,0.9651,0.8169,0.8265,2.2177,1.1903,-0.6286,2.8702,1.201,2.6027,1.6295,1.2094,2.1372,2.1646,1.5753,0.9668,2.6006,3.3145,0.921,-0.1628,3.1681,-1.1349,-1.7169,0.9093,-0.7484
195407,2.3029,7.7577,4.0861,9.4309,14.9676,3.5607,6.7852,7.0835,7.1131,7.9895,5.3204,6.8734,6.6749,7.1264,6.5263,5.6761,6.7111,7.4457,5.1106,8.5415,3.7804,4.9958,4.8849,7.2455,8.7895
195408,2.8606,-2.7233,-0.2268,-0.26,-0.0428,-1.8541,1.5806,1.2451,0.76,-0.8758,0.4118,-1.7985,-1.1466,-1.4961,-1.4115,-1.7835,-1.7419,-0.9756,-0.8716,-3.1043,-3.4477,-1.1472,-1.4163,-4.5527,-5.0369
195409,0.2441,5.0806,2.9753,4.3943,3.8009,4.5933,4.0061,4.5876,4.6639,4.9248,1.4282,2.7286,6.4282,4.1059,5.1564,4.0323,4.5519,6.6278,6.1802,4.109,7.4894,6.1466,9.3895,7.2195,3.4924
195410,-1.709,-2.7585,-0.0752,0.3063,0.2592,-3.6842,-0.2498,-0.0805,-0.4972,-2.8801,2.095,-0.221,-0.574,-0.2316,-2.1351,-1.1377,-0.8771,1.538,-1.4541,1.321,-2.4196,-1.6977,-1.9172,0.2787,0.4665
195411,3.8145,10.0249,8.9207,7.4468,7.1754,9.1866,5.3027,7.4082,10.4677,9.2627,7.653,9.2762,9.2562,13.1844,10.542,7.1987,9.0495,12.1489,12.0591,13.3463,10.3379,7.2487,8.6736,13.5541,15.5168
195412,13.723,10.0633,8.3487,12.7871,12.6425,7.7347,10.9942,9.6084,8.5351,11.3328,4.3568,7.2021,7.9514,10.9579,12.7797,4.5234,4.4403,5.3487,8.6519,14.1489,3.9345,4.3959,7.9701,9.6953,15.5735
195501,-4.9754,4.6358,2.4768,3.7405,4.679,-2.4464,1.5758,0.9075,1.3496,1.6318,3.0539,1.3808,3.6262,1.6621,2.5417,-0.1188,1.3255,1.0808,0.159,0.3713,-0.1705,1.5504,-1.5318,2.8155,1.8377
195502,2.415,9.6721,5.0501,5.4453,5.7908,3.395,3.9965,3.6339,3.6651,5.0709,5.3374,5.103,5.0023,5.8452,4.3649,3.5235,3.2091,4.2454,4.0042,3.2239,2.8857,2.596,2.8822,2.4677,5.1598
195503,-1.7029,-0.5172,-0.2855,-0.8278,0.1341,-0.333,0.1087,-0.777,0.181,1.8242,-2.9516,-1.2571,-0.5001,0.8707,5.4892,-0.3456,-1.58,-1.7701,-1.5475,1.6718,-0.0587,-0.324,0.1453,1.503,0.6816
195504,5.1572,-1.356,2.5717,2.7337,1.7941,0.6716,1.4733,1.4646,2.5666,2.502,2.9745,3.2446,2.2302,1.7063,0.1926,3.7281,1.3743,2.6482,1.1383,1.1067,4.6945,1.9357,2.1702,5.5401,4.6863
195505,-1.2429,1.5789,-0.2499,0.9525,0.4128,-1.1491,2.0955,-0.2235,-0.6547,0.7778,1.2547,-0.2754,0.8788,0.5204,0.8086,1.2371,1.5438,0.6807,2.4783,0.3284,2.4802,-0.0848,0.4777,-0.8562,1.4179
195506,5.4825,3.8598,1.8135,4.8136,4.3611,1.9272,1.379,3.4026,4.043,2.1164,2.8794,1.3333,3.1726,4.2438,1.354,3.409,5.6848,5.5131,5.5784,0.8677,7.4772,6.0146,11.1086,11.6495,5.0158
195507,9.3525,3.5856,0.1808,1.8187,0.6841,-4.3425,0.3162,1.9509,1.0719,1.9094,0.7446,-0.0689,-0.5811,0.5,1.0013,-0.3096,0.5261,0.2513,0.5393,1.5842,2.353,4.2972,1.6411,-0.5928,0.2073
195508,1.9646,-1.6537,1.0682,-0.4799,-0.4554,1.7311,1.2388,-0.0711,-1.5496,0.7349,2.814,0.8297,1.0542,1.0545,0.5033,1.5656,1.089,0.1935,-0.0513,-0.4729,0.7432,-0.8506,-0.769,2.9844,2.0875
195509,1.9216,-0.2997,1.6481,-0.8784,1.7991,-2.2866,-1.7725,-0.4791,-1.4446,-0.4505,-1.6026,-1.6979,-0.6457,0.6331,-1.2839,-1.516,-1.4549,-0.9683,-2.1158,-1.3545,0.0234,0.2109,0.5429,0.1417,-3.6795
195510,-4.768,-3.7035,-3.3161,-0.7769,-0.6975,-3.4323,-1.1455,-1.2541,-1.0569,-0.1845,-1.0437,-2.434,-1.5993,1.3876,-2.302,-1.9804,-1.547,-1.6508,-2.2008,-4.3319,-3.545,-1.4036,-1.2373,-3.794,-3.8406
195511,-2.1838,6.8239,3.2922,3.8111,3.4941,5.8287,6.6361,5.2025,3.4437,5.5853,6.921,6.2841,5.8475,4.5706,7.5066,7.0759,6.4217,5.7046,6.2362,6.9339,8.3632,7.8485,3.7534,7.8482,11.5269
195512,2.2968,3.3686,0.4772,3.8384,2.4704,0.496,1.2046,2.4337,2.1159,1.9481,5.5579,2.4438,3.9153,1.0608,1.7404,2.1395,2.5111,2.2694,1.2085,-0.5022,1.6699,1.9951,2.1759,-0.3784,-2.1117
195601,3.3595,-0.6481,0.0122,-1.0605,-1.6952,-2.3134,-2.2652,-1.5196,-2.6211,-1.1766,-4.8122,-2.498,-3.8881,-0.7571,-3.6591,-2.905,-2.9179,-2.9728,-3.8544,-4.3106,-4.4584,-1.1842,-0.5213,-1.5748,-2.9389
195602,7.1787,1.3076,1.4963,3.015,3.1542,2.6758,3.2427,5.1888,3.0328,2.5792,3.896,2.4846,4.2114,3.3216,2.6222,3.432,4.1854,3.0954,3.9684,3.7606,5.416,3.0476,2.2832,3.8518,3.3063
195603,0.6216,3.0476,1.1913,8.0333,4.8645,0.1296,4.8122,4.8688,3.7329,5.6984,7.7638,4.1749,5.7437,5.8457,3.6333,5.8558,6.1391,6.4439,4.6491,2.447,6.9885,9.9618,5.2121,5.8092,8.8277
195604,0.8226,-0.7868,-0.8714,0.4337,0.6613,1.2499,1.9987,-0.5763,-0.0158,0.4418,-1.9961,0.6072,1.111,1.8713,0.0181,1.088,0.2042,0.7352,1.0921,0.7919,-0.8043,1.7376,2.1406,1.2055,0.6532
195605,-1.3783,-5.6458,-2.1757,-3.7906,-4.1596,-4.3244,-5.734,-4.1114,-4.4449,-4.2864,-1.3415,-3.7642,-2.2671,-4.6046,-5.0708,-2.814,-3.2214,-4.8082,-4.6287,-5.6144,-4.9203,-5.9636,-4.6583,-6.5045,-8.6072
195606,-4.6902,0.408,2.456,0.631,0.0034,0.2299,2.6222,2.3213,1.6651,1.7141,4.303,2.7038,3.869,3.6872,1.6012,3.7739,2.8553,2.2232,1.6444,0.8663,5.3846,1.559,3.587,3.3564,1.864
195607,0.1004,3.0175,0.0737,3.7506,3.0865,1.6165,4.382,2.4128,4.08,3.786,3.7318,4.1189,4.7207,3.9842,3.5564,4.5071,5.3514,3.9045,5.1009,3.0688,4.5849,7.7166,5.3697,4.8809,3.0357
195608,-4.7582,-2.6153,1.9041,-1.6666,-0.9601,-1.577,-0.2425,-1.6727,-1.1831,-2.2874,0.8062,-1.1786,-1.7288,-1.4209,-3.498,-3.2483,-2.6632,-2.4207,-2.0443,-2.8882,-3.1314,-5.0344,-1.9027,-2.9628,-4.6376
195609,-2.661,-7.8083,-2.3712,-2.3048,-1.3142,-4.3137,-1.4046,-3.342,-1.3477,-2.2525,-4.8105,-4.7365,-3.3631,-2.6395,-1.8937,-4.6242,-4.1787,-3.6828,-3.3071,-2.7854,-6.2325,-4.7394,-3.0005,-5.5239,-2.98
195610,-4.8011,1.5497,-0.3807,0.5872,0.9952,-0.443,1.9011,1.0306,0.2917,0.0243,0.5296,0.8021,-0.106,1.8715,0.9005,0.204,0.455,1.1979,1.3942,0.6548,0.7462,0.7769,0.6576,0.9596,1.7167
195611,-5.5326,2.1609,-0.9095,-0.1193,1.1117,0.365,-2.4008,0.1091,2.6776,2.698,-1.1663,1.7694,1.0215,0.218,2.1437,1.3175,0.8643,-0.4018,1.727,-0.7066,-0.5065,0.3006,2.474,5.5941,-2.4655
195612,6.0644,-2.2647,1.121,1.137,1.0465,2.767,4.9241,2.069,2.2995,3.4051,4.3063,2.9809,3.6541,1.2664,0.2985,2.7919,2.5537,2.6751,4.2694,3.7392,3.5012,4.776,3.7614,1.6969,1.9916
195701,0.0197,0.7544,1.5534,2.5824,3.2196,2.0251,-0.7005,1.7106,0.0538,2.3205,0.0896,-0.6073,-0.9902,-0.2554,1.6749,-1.3327,-1.1345,-0.9226,-2.1731,-1.3234,-4.9004,-4.4219,-2.1146,-4.2281,-0.6833
195702,3.1479,-2.1101,-2.8987,-2.4713,-1.6797,-5.4928,-1.6277,-3.4254,-3.3373,-1.6086,-2.6482,-2.7602,-2.4454,-2.5513,-3.6207,-0.863,-1.0532,-2.0226,-4.1069,-2.5482,-1.631,-1.1419,-1.7204,-4.0954,-4.0376
195703,-2.5274,0.5598,2.9724,2.7209,0.8517,2.5307,0.9617,1.8023,2.1797,3.0919,1.582,3.5281,3.0388,1.8705,1.8027,2.9264,1.4316,2.8388,3.2807,1.6866,2.634,2.181,2.2112,1.139,2.2259
195704,0.3026,-0.5866,3.1054,2.1329,3.2211,2.4513,-0.7795,3.9289,1.0576,4.3191,3.1507,1.5909,3.5827,1.6921,0.9956,4.44,2.135,2.6274,4.0427,0.3413,5.6374,5.6263,3.1964,4.753,1.9004
195705,6.8315,1.1314,-1.7214,0.6674,0.2189,3.557,4.3867,0.6905,0.9386,2.9237,3.042,1.8657,3.3554,1.7675,2.2512,3.0648,2.2601,0.5895,1.6327,3.758,5.0825,3.3038,3.1494,1.8365,2.8379
195706,-2.6904,1.7574,-0.0861,1.1655,1.8187,-0.1159,-0.4906,-0.3692,-1.8866,1.5263,1.3781,-2.1152,-1.8991,-0.3478,-0.9059,-1.3909,-2.4281,-1.7702,-2.8093,0.1891,0.3803,-1.6868,-0.5755,-1.7907,0.3125
195707,11.123,-2.9747,0.3214,0.1632,0.2525,-1.5405,0.6623,0.538,1.1373,0.705,0.9909,-0.4144,-0.0893,1.4958,1.0725,-0.1146,0.341,0.1313,1.2175,1.3588,1.5362,1.123,0.1,1.0922,1.2071
195708,-3.4917,-2.9751,-3.5485,-4.6829,-3.9495,-4.524,-3.3824,-3.9809,-5.1913,-6.0242,-5.9076,-4.2702,-4.9381,-5.6502,-5.9216,-7.4441,-5.5171,-4.0149,-5.7242,-5.5741,-5.427,-4.7236,-2.2743,-5.2349,-4.9401
195709,-8.2398,-2.1405,-3.7796,-4.0129,-4.5347,-6.6147,-4.5689,-3.4033,-4.2027,-6.7985,-5.8174,-7.4521,-4.4313,-4.8119,-4.1804,-4.9674,-4.8528,-3.3502,-6.6934,-8.4629,-6.8644,-5.0331,-4.0054,-5.3703,-8.4278
195710,-8.844,-9.7889,-5.9816,-6.5007,-9.472,-6.5979,-6.1921,-5.3178,-6.1701,-9.1513,-7.3593,-5.1886,-5.4952,-5.5305,-7.7554,-6.0345,-2.2123,-3.0124,-7.1699,-10.3585,-3.6551,-3.3654,-3.3465,-5.5029,-7.5273
195711,2.5831,-2.2286,0.9912,1.0562,1.3751,1.738,2.4846,1.3734,-1.339,0.6134,3.8456,3.3252,2.2925,2.42,3.6348,4.2204,3.8375,1.7981,1.7327,-0.626,2.8458,3.0677,1.7697,2.0285,-4.1556
195712,-10.5534,-4.9628,-4.2164,-5.7638,-5.2436,-5.6669,-2.6671,-1.4715,-7.1028,-6.9897,-4.3963,-2.5189,-4.9771,-6.3705,-4.0605,-3.5126,-2.4769,-0.7429,-6.977,-5.6581,-3.6876,-4.1627,-1.52,-7.1257,-6.7648
195801,22.9359,9.7605,9.5609,11.6459,14.5635,12.4822,11.1428,8.5366,11.2307,13.0126,8.5305,8.7606,10.3924,12.465,11.246,7.1844,8.2452,7.5607,13.4181,13.8329,2.9308,3.7042,5.2931,7.2089,11.8597
195802,-7.9791,0.6792,-1.6163,-1.1894,-0.9551,0.6758,0.1791,-0.5179,-0.0458,0.4238,-0.7961,-0.2344,-0.5333,-0.1476,0.208,-1.41,-0.2347,0.8943,-2.0049,-2.4818,-2.0186,-1.1402,-0.7121,-3.1558,-3.2914
195803,0.1022,5.9276,4.2481,4.681,2.9089,8.2102,2.4038,3.2048,2.8643,3.651,3.1695,4.6562,3.1704,3.2252,4.3457,5.743,2.8963,3.2101,1.9981,3.1786,3.1929,3.2593,3.8027,2.9954,1.3388
195804,4.0672,5.7791,2.3989,3.3656,3.8211,4.9582,4.0609,2.6546,2.3141,4.9141,3.0048,0.8716,1.7646,1.0309,4.6528,3.7518,2.7917,2.1014,3.2062,6.1537,3.0293,3.487,3.2074,2.6505,6.2848
195805,8.1296,4.8664,4.2972,4.2079,3.8743,4.3782,3.1591,3.2524,3.6754,5.8337,6.6563,4.6213,3.966,4.8478,4.5593,2.7047,2.3147,2.8297,3.3444,2.2182,1.8452,2.7466,1.902,3.5008,4.0538
195806,2.8976,1.8346,1.2525,3.3589,3.2063,0.2552,4.9297,2.6733,3.2541,3.0256,3.124,2.4452,2.7525,1.5335,3.6835,3.33,1.9724,2.8411,3.2974,4.793,2.9626,3.2462,2.9692,2.7807,3.2276
195807,0.9855,7.1592,7.3731,6.1782,5.7108,2.2159,2.7717,5.6232,5.3568,7.1307,2.6495,5.7594,6.8758,7.2202,10.127,3.7189,4.0686,5.6928,5.3804,9.607,5.1009,2.1774,3.7993,5.533,7.8279
195808,3.6521,-0.4136,3.2171,2.86,4.6775,3.9986,3.4686,1.9782,2.1231,4.645,4.0956,3.4492,3.3662,4.1552,1.8704,3.3789,1.7666,3.9341,1.9211,3.8638,1.8133,0.7143,2.2032,1.824,2.0733
195809,2.9988,9.5369,5.1302,3.994,7.3277,1.9654,4.1177,4.4329,7.6055,9.0016,3.8434,2.1421,4.0425,6.0255,9.5648,3.8686,3.8011,4.5507,6.7134,11.6128,4.8443,4.549,4.7707,4.1918,8.6157
195810,7.9359,6.2967,2.0747,1.8916,2.7145,10.5224,5.1249,2.0692,4.4337,4.5824,0.9845,5.3874,2.6459,3.8759,5.1728,3.1785,3.5105,3.0491,2.284,4.7877,2.3317,3.1446,2.7647,2.1057,3.5389
195811,12.3922,11.9654,9.1064,4.0832,3.2047,5.0724,7.8316,4.1489,4.8006,5.3995,6.1767,1.6222,2.7292,3.8007,3.02,4.8142,3.837,5.9517,4.6868,4.9445,3.2786,2.7526,1.3451,2.6569,3.2542
195812,5.0845,-0.7045,2.9672,4.1558,3.4872,5.8372,6.2502,2.7098,4.2329,3.5363,0.7417,3.0558,2.2912,3.726,4.2705,3.4431,5.1132,5.456,3.6797,2.1481,5.2812,4.7463,9.4019,2.6724,4.826
195901,8.7049,1.713,14.9435,5.733,7.3108,4.0008,2.8218,3.6868,7.3331,5.2706,3.483,1.4892,5.3193,4.9793,4.0422,0.4328,2.0494,2.5479,5.7819,1.9646,-1.0936,1.1142,2.8207,2.0046,5.3693
195902,2.2959,4.8454,2.6033,4.4996,2.9495,5.6895,2.6008,3.2399,2.2676,3.1544,2.2053,4.3646,3.9022,6.0415,-0.7472,3.5468,2.7834,3.1773,2.5679,1.2116,0.7566,-0.4785,0.7811,1.2588,2.1327
195903,1.6588,-3.4547,0.0483,1.4604,3.3499,2.7672,1.6899,1.9223,1.8813,3.2405,0.92,2.1657,2.0598,-1.2572,0.7576,0.6855,-0.115,3.6591,1.0832,-1.5175,0.673,1.0428,-1.4975,1.6288,-0.3399
195904,-1.2511,6.3886,-1.0521,1.8065,3.9555,3.8303,6.0517,2.8461,3.0039,1.5666,2.1585,4.9534,2.6547,5.5154,2.7067,3.9861,2.8466,3.2371,4.3525,4.138,5.8088,0.9402,2.8021,2.961,3.3422
195905,-0.4907,0.5044,3.2303,2.2344,1.7787,-0.7951,-0.6427,0.4774,-2.5286,1.3158,-0.0901,0.3192,-0.6597,2.5765,4.0229,-0.357,1.2221,2.7256,1.8308,1.3572,3.4056,0.3056,1.413,1.058,4.7076
195906,-1.8608,1.1766,-0.9123,0.9952,1.1223,0.0533,1.5521,0.4919,1.0912,0.3807,2.2787,0.75,1.0155,0.4989,4.304,1.2943,1.094,2.0976,-0.0146,2.224,-0.4834,0.173,-0.3697,0.0252,2.6185
195907,3.55,-1.0111,4.2471,1.2309,3.5162,4.9904,1.7502,3.752,3.4143,4.4375,2.3181,1.9115,4.1731,3.8851,4.4157,2.6011,2.1911,1.2315,3.4918,3.1063,4.2776,3.6052,1.8017,3.3117,0.7904
195908,1.6655,5.8135,-1.4058,-0.1424,-1.692,-2.9318,-1.7327,-0.5186,-2.7128,-1.2686,-1.3438,0.7456,-0.657,-1.0723,-3.0828,-2.4293,-0.5973,-2.4926,-2.6874,-1.6553,-1.3803,-1.4142,0.2704,-2.9226,2.5757
195909,-9.4141,-3.0836,-5.322,-1.6022,-5.9404,-4.8166,-4.9424,-2.7554,-5.4184,-3.944,-4.6509,-2.5128,-5.1163,-5.4054,-2.4501,-5.9025,-4.7272,-4.9813,-3.8171,-3.8618,-4.6288,-4.9587,-2.4261,-6.3652,-5.6151
195910,1.6793,7.9137,0.6305,1.622,1.0277,3.5305,2.6073,3.0085,2.2932,1.6035,4.2903,4.9812,2.1468,2.1857,-1.1611,3.4817,3.9271,2.4272,3.0108,-0.4864,1.1061,1.5982,1.3757,-0.0233,-0.754
195911,-1.6983,1.518,-1.0192,1.7559,0.4483,6.1003,-2.0741,1.7312,2.8181,1.9594,3.3031,0.7194,0.7256,2.2145,-0.9714,3.6814,2.6504,3.1871,-0.7109,0.9123,4.1662,-0.4173,-0.7021,-1.9241,-0.0004
195912,5.2418,5.6784,2.06,3.0504,2.2282,0.8441,5.1839,1.423,4.3415,0.9619,3.1678,0.9976,2.3625,2.4203,1.4758,1.0037,1.0332,0.0184,3.2286,2.1692,3.1474,3.2101,2.7464,3.9924,6.2723
196001,-6.0834,-5.915,-1.0502,-1.4474,-0.7421,-4.8437,-5.9956,-2.2843,-3.6632,-4.1389,-6.587,-4.1301,-6.1434,-4.1206,-4.7648,-5.7646,-4.2756,-6.2348,-7.4442,-2.6081,-9.1123,-6.9812,-1.5978,-5.8306,-7.5427
196002,-1.941,3.9465,-0.7577,-0.899,1.1535,1.7283,2.1736,1.7202,2.5279,0.8489,1.7913,0.1549,0.0225,0.8932,-0.8877,2.0969,1.8057,2.0361,0.7366,1.6208,2.3182,-1.4318,5.0336,-2.6727,-3.9504
196003,-2.601,-5.1421,-3.5748,-1.5347,-2.5958,-3.5928,-2.6085,-2.7039,-2.2553,-4.8597,-1.6999,-0.0119,-2.9302,-3.7914,-6.732,-0.4098,-0.2868,-3.9758,-3.725,-6.7909,-0.4052,-1.7648,-0.6311,-3.2409,-7.1592
196004,-5.037,1.0141,-2.427,-2.6351,-2.4706,1.8599,-4.6003,-1.3671,-1.6691,-2.9781,0.5258,-1.7186,-2.5493,-2.7288,-5.4602,0.0012,-0.4991,-2.2757,-2.7865,-2.3511,-1.072,-2.7168,-1.498,-2.1734,-3.7258
196005,-4.9479,-1.3654,-1.497,1.7606,1.7791,2.1586,6.2275,2.2238,2.452,6.268,7.5444,1.1126,4.0622,2.2983,0.1752,4.1541,1.8531,0.7906,2.8118,0.4992,5.0461,2.549,1.5869,-2.0267,-0.9292
196006,3.6579,-3.3257,5.8357,3.262,1.9514,3.2914,2.7462,1.4557,2.734,0.3309,4.728,0.9576,2.1457,3.7852,1.3733,2.576,2.2131,2.7521,1.4029,2.892,2.4107,2.5754,1.2679,3.2418,2.6907
196007,-5.4142,-3.9423,1.0267,-1.2091,-1.5717,-3.1985,-1.7196,-1.8321,-2.7292,-2.0129,-1.9813,-1.7916,-1.8023,-1.1811,-1.9118,-3.4881,-0.6018,-0.3968,0.3373,-5.519,-4.0862,-1.8568,0.4041,-0.9163,-0.0814
196008,22.9866,9.2011,2.3843,4.673,4.2671,0.1349,1.6088,4.2357,4.8934,4.2883,4.7359,5.985,3.5502,3.9942,1.3369,1.6391,3.7048,3.7686,4.4773,0.5882,2.6585,2.8513,4.5272,4.133,2.5059
196009,-15.6954,-7.3876,-3.5436,-4.6304,-7.2237,-7.3729,-5.438,-6.8021,-5.8189,-7.732,-7.7896,-5.2266,-4.5706,-6.1359,-5.5518,-5.9251,-4.5508,-5.3162,-5.3267,-8.7928,-7.0995,-5.5799,-3.9628,-4.9856,-3.7524
196010,-8.7853,-3.4584,-2.9402,-1.2976,-2.7193,-7.0297,-3.0233,-2.4428,-3.8472,-1.1703,-3.3412,-2.588,-2.7127,-2.3721,-3.6516,-2.0355,-1.8012,-1.6901,1.3558,-3.6313,-0.6665,0.3807,0.3166,0.0694,2.2192
196011,-2.8619,-0.0707,-0.7817,2.4121,2.0362,6.5733,8.374,4.6586,4.3874,1.8221,7.6944,5.0742,6.3862,5.9391,4.0577,8.6644,4.4528,5.0607,4.956,3.2708,5.2843,5.3177,2.9988,4.084,4.5695
196012,7.7828,3.3729,2.8163,2.782,1.2941,4.5457,2.5013,3.3303,3.7555,2.5096,2.8865,4.2936,4.161,3.1991,1.838,5.756,4.7035,5.4578,3.8197,2.5637,3.324,4.7102,8.9491,3.5903,3.3538
196101,10.4794,9.1341,8.4817,8.381,8.4765,10.3861,6.127,6.9598,9.8722,9.4675,6.0633,6.5508,8.2473,9.925,12.8825,6.8721,7.737,7.4687,9.3268,13.0675,4.2217,6.7328,7.908,7.845,9.9218
196102,5.4697,7.9512,5.8667,6.3757,6.6543,8.4081,9.0925,5.4929,9.2685,7.7144,6.4144,6.845,5.2577,5.7471,5.0372,6.0672,6.0678,5.1599,4.5228,3.9817,3.7025,4.5399,0.8585,3.6896,2.3187
196103,12.3865,4.7333,7.442,5.3805,7.9193,10.8892,9.4488,4.493,5.6823,5.9548,5.9253,4.5507,3.9128,4.4413,5.6538,5.9891,2.8,4.0302,6.6383,3.8827,1.8965,2.6367,4.1992,-0.5203,1.5516
196104,1.2502,3.2996,1.3857,2.2749,0.5458,2.2267,0.0365,0.7125,3.3524,4.773,-1.2429,1.4423,-2.0489,0.6618,1.3468,-0.7172,1.0624,1.5598,-0.1706,-6.3892,-0.6435,-0.1936,2.2535,0.703,4.9733
196105,-0.684,4.3709,2.2245,3.5318,5.5992,1.5088,1.2783,7.3993,2.8519,5.8016,3.7083,4.4169,3.3497,7.1289,3.0312,3.5296,3.6283,3.4226,4.4455,6.8571,3.2487,3.1029,0.0184,2.5329,1.4375
196106,-6.081,-5.5461,-4.4051,-5.7694,-6.0181,-7.1509,-2.8256,-4.1639,-4.9609,-5.3666,-5.5288,-5.0045,-2.6778,-5.4473,-4.351,-4.7033,-3.6261,-2.8416,-0.9389,-2.7871,-1.4309,-4.0408,-3.0892,-4.1123,-2.986
196107,1.6885,-0.0026,-2.2671,2.4241,-0.6812,0.0202,-1.2137,0.7648,0.5248,2.1309,-0.3585,1.2764,2.1681,1.2494,1.6303,0.6016,2.747,2.6592,1.098,-0.0848,1.935,5.0636,4.0145,1.0846,2.9104
196108,3.6509,1.0338,0.0657,-0.571,1.8273,3.4059,0.4235,1.3615,0.5472,1.742,-0.0938,1.4939,-0.1662,2.2471,0.3966,4.9981,4.1923,4.0668,0.6382,2.846,4.0818,2.1071,0.5986,1.6875,3.6876
196109,-5.5331,-6.04,-2.6219,-2.6382,-4.2255,-4.8807,-5.2082,-3.2175,-3.6433,-1.4059,-3.5252,-0.0287,-2.9087,-2.5014,-4.777,-1.9082,-2.498,-2.8357,-3.9366,-3.7209,-0.7122,-1.8597,-3.5965,-4.7702,-0.2719
196110,1.7408,6.683,3.5013,1.9767,1.1801,-1.4045,1.8834,3.4236,1.0833,1.0276,2.6476,3.6156,1.5215,2.5033,-1.0658,2.9233,3.2659,4.9916,-1.6386,2.5239,3.4581,1.4023,3.8218,5.7767,0.7679
196111,6.5681,5.1225,5.9083,6.322,4.7657,2.7981,8.2208,5.7547,5.8435,5.8618,7.7113,5.0913,4.0784,4.7614,1.7203,4.5489,2.331,5.5229,3.8571,3.6996,3.3096,6.7975,3.9936,3.2517,4.0618
196112,-3.6719,4.1192,-1.3986,1.3364,0.367,-4.4953,0.1257,-0.2157,1.9933,-1.2986,-1.6281,-2.4783,0.5315,1.4045,1.3504,-3.6942,-1.7082,-0.191,1.5152,-1.2473,-1.4033,1.0528,2.6612,2.7021,0.0277
196201,6.292,-3.5171,1.1189,1.7405,3.1845,-3.8847,-0.5511,-0.5239,0.7809,2.6951,-4.589,-1.6829,-2.1837,-2.5837,1.7125,-5.3686,-2.0636,-2.6751,1.7852,3.6316,-5.8969,-3.8858,-1.105,-0.3249,0.0528
196202,0.3189,-1.1848,2.108,1.756,1.913,1.4758,1.0546,-0.2516,2.443,1.4712,3.2781,-0.3785,0.8122,1.7163,1.539,1.3728,1.3992,2.5642,0.7924,0.9689,1.745,2.0976,2.9858,3.1443,1.7654
196203,-1.6943,1.6769,1.3384,1.0778,-0.0491,-0.226,1.0835,-1.1727,-1.2174,-0.9511,0.3697,1.0181,-0.5247,-2.0485,-0.8761,-1.6246,-0.8504,-0.6193,-0.3692,-2.4478,0.324,-0.8478,-0.4199,-1.0702,-3.6415
196204,-8.3521,-7.9241,-7.1008,-7.7908,-6.7761,-8.1295,-6.8725,-8.4471,-6.468,-6.2049,-5.3609,-4.0861,-7.3697,-6.3507,-6.489,-6.7804,-6.4613,-6.9187,-7.8316,-5.5769,-7.9077,-5.0744,-5.4404,-5.6525,-5.4893
196205,-10.9108,-11.0562,-10.6702,-7.7046,-11.1552,-12.4099,-11.0503,-9.275,-9.3891,-10.887,-13.0043,-10.0998,-11.1002,-10.5584,-8.8437,-13.1133,-9.0658,-8.3484,-5.0525,-7.2191,-10.2832,-7.2312,-5.0058,-5.6834,-5.9373
196206,-1.1322,-6.8336,-7.7851,-7.4479,-7.3521,-12.8484,-8.9538,-6.827,-5.7884,-7.4202,-8.4092,-7.3216,-9.2577,-6.0385,-7.0964,-10.6151,-8.7922,-6.7056,-8.6421,-7.5684,-10.4144,-7.2699,-6.3897,-5.4381,-6.926
196207,9.6254,9.4237,8.8266,5.5979,7.461,6.8331,6.6261,7.7393,5.1155,8.6771,10.1767,3.743,4.3585,3.7464,6.9555,7.5777,5.5043,5.2625,5.1335,4.0685,8.6737,6.503,4.7384,1.988,2.8073
196208,9.5639,2.5177,3.8584,0.7902,2.9577,7.6907,1.7459,4.6183,2.8002,2.2471,3.179,3.335,3.4225,2.0694,1.2326,3.2241,2.8862,1.8706,2.8954,1.632,2.801,2.2156,1.1021,1.1274,3.1666
