,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18
32,0.024135116,-0.012833687,-0.021310628,0.004264425,-0.037563152,-0.015792712,-0.030282822,0.024456434,0.001076244,0.061084233,-0.028522749,0.017647349,0.015377432,-0.088380941,-0.036372412,-0.052716679,-0.107770642,-0.022489981
33,0.02135947,0.012906173,0.022388493,-0.00186107,0.034884837,0.010021984,0.055433633,-0.032876106,0.010397167,0.036917787,0.006208308,0.010818411,-0.009124009,-0.09480727,-0.047144761,-0.072125334,-0.009837267,-0.012595538
34,-0.033284687,-0.063376585,-0.027423303,-0.01557691,-0.045453782,-0.032116676,-0.027744744,-0.074613095,-0.0491088,-0.068647851,0.008461283,-0.057269602,-0.09719295,-0.074035352,-0.08133362,-0.11106864,-0.089445703,-0.124883796
35,0.061739974,0.07911385,-0.007399695,0.017170188,0.027363842,0.020868476,0.010027417,0.022081857,0.045025962,0.081848365,0.064494741,0.060844136,0.060491216,-0.013187092,-0.045380273,-0.013836858,0.014822744,0.040156212
36,-0.026532288,-0.008528033,-0.011196511,-0.009009144,-0.019934311,-0.032734969,-0.005361442,-0.041444404,-0.024764484,0.00134208,-0.008565154,-0.01375708,-0.0394101,-0.101055435,-0.056218128,-0.060504224,-0.006803067,-0.062724404
37,0.041127895,0.023075138,-0.050341341,0.009284777,-0.051361572,-0.038983533,-0.015093045,0.03357429,0.012577732,0.003200341,-0.012715432,-0.023803026,-0.077360301,-0.032956624,0.059024522,0.051123799,-0.064563371,-0.069353124
38,-0.074733793,-0.092472206,-0.044289591,-0.039534206,-0.057956172,-0.057425016,-0.068687316,-0.019958499,-0.013316086,-0.052300033,-0.030653674,-0.060652669,-0.084756716,-0.08803227,-0.031981836,-0.076718404,-0.09987184,-0.055279488
39,0.002539581,0.006283029,0.007145567,0.014093153,0.003426347,0.009629023,-0.0128353,-0.008661254,-0.025268191,-0.04968224,-0.035681876,0.03078005,-0.003993432,-0.0434622,0.03708976,-0.033426269,-0.042323435,-0.078446742
40,-0.038244326,-0.006674015,-0.001909883,0.003093006,-0.011301611,-0.011936597,-0.031901999,-0.021251722,0.002685513,-0.008541056,-0.053705574,0.001957655,-0.047434897,-0.063065909,-0.070681924,-0.046528888,-0.092131073,-0.048473983
41,-0.010471241,-0.057338934,-0.055408589,-0.06157394,-0.060874465,-0.052410964,-0.03862386,-0.096319869,-0.050541826,-0.043149462,-0.084524106,-0.062002967,-0.102540502,-0.089712393,-0.076991644,-0.055852689,-0.076723551,-0.078713619
42,0.037765011,0.029048589,0.015852686,0.011479837,0.038389447,0.033099697,0.013465974,0.005475723,0.023439126,0.05088505,0.00732699,0.024972606,0.00716129,-0.012794061,-0.047628433,-0.075875732,0.015145619,0.028690141
43,-0.086661926,-0.052214859,-0.01241783,-0.031964344,-0.019564568,-0.020038166,-0.04481736,-0.120044033,-0.080782239,-0.137110365,-0.04133558,0.027117472,-0.04296749,-0.103414543,-0.085703251,-0.130152054,-0.042283878,-0.082545082
44,0.131327376,0.133916902,0.096822915,0.105311699,0.098577487,0.113074923,0.053809907,0.1201302,0.136950871,0.164974397,0.128176201,0.116697178,0.121937916,0.10548982,0.074219304,0.113151483,0.080827792,0.088352151
45,-0.007514102,-0.034587187,-0.027058211,0.004913117,0.004573927,-0.020342648,-0.003946356,-0.032478511,-0.078948386,-0.024109078,-0.002831056,0.020132755,-0.032301415,-0.089917712,-0.063107396,-0.032634331,-0.01425461,-0.028187376
46,-0.085588878,-0.089148768,0.002399443,-0.010610121,0.002392781,-0.010129267,-0.037109166,-0.00982004,-0.008596923,0.054882124,0.010180797,-0.011529548,-0.020880929,-0.127623714,-0.135556312,-0.070797887,-0.02979166,-0.030759096
47,-0.00987641,-0.02639798,-0.020835355,-0.011620914,-0.014367337,-0.026383133,-0.013757262,-0.032939454,0.008532368,-0.048448931,-0.024122331,-0.018023153,-0.03674337,-0.097496887,-0.089390322,-0.056632893,-0.081292708,-0.087653053
48,-0.043488339,0.010199455,0.015368898,0.013645112,0.031837136,0.03144586,0.012937639,-0.006218166,0.008635914,0.018048221,0.013011567,0.003672749,0.044556787,-0.041931536,-0.08054293,-0.03995536,-0.048622073,0.002402737
49,0.14265057,0.117427741,0.079649291,0.072586154,0.083918529,0.079328057,0.110072688,0.211699527,0.113931932,0.025945073,0.12713997,0.066428324,0.105936085,0.122339752,0.10646652,0.119379299,0.212921516,0.143503565
50,0.042208177,0.016864784,0.006227741,0.019185963,0.015057593,0.000116093,0.010530678,-0.025270464,-0.00071906,0.024138748,0.033165267,0.007461332,-0.018698577,0.059698954,0.05311497,0.064692737,-0.001333211,0.028274235
51,0.01059343,-0.063631547,-0.020672014,7.55E-05,0.001748997,-0.011026202,-0.048194062,-0.004681057,-0.013006601,-0.001415909,-0.074336238,-0.015987681,0.002194512,-0.053968153,0.005873219,-0.048685384,-0.072512369,-0.048793439
52,-0.015611967,-0.046457534,-0.02818353,0.000295649,0.00808683,-0.013949076,-0.013339495,-0.037527884,-0.058800456,-0.032428425,-0.030494957,0.006360992,-0.053796615,-0.051030724,-0.065783098,-0.062259549,-0.057823902,-0.041806851
53,0.038611544,-0.009413173,0.051018987,0.050879462,0.057528942,0.06080445,0.037473387,0.007026233,0.063124611,0.102695662,0.076973169,0.036980436,0.03712917,-0.020978633,-0.040794685,-0.018000837,0.013097918,0.012917496
54,0.015077658,0.009856511,0.0046534,0.009495411,0.024873568,0.018287744,0.003396984,0.055042438,0.02100678,-0.002380199,0.059960848,0.005901208,0.01275873,-0.042505295,-0.087285915,-0.056329938,-0.032321381,-0.011755182
55,0.053481694,0.030762107,0.004258685,-0.009018024,-0.019496968,-0.025785071,0.022184807,0.052777618,0.017811851,-0.075197967,0.007949949,0.020083711,0.02924486,-0.031508736,0.015543167,0.055297345,0.005862128,-0.029259134
56,-0.02222031,-0.03392734,-0.015893182,-0.004952115,-0.007916106,-0.012330879,0.024560483,0.037742136,-0.009474084,-0.083934657,-0.049388969,-0.02004131,0.000964175,-0.023094621,-0.051234974,-0.064176587,-0.019001082,-0.043875271
57,-0.071551304,-0.111398621,-0.041505409,-0.031555764,-0.050963124,-0.063801032,-0.076106545,-0.111419548,-0.087336015,-0.096777826,-0.071779554,-0.055121702,-0.107635063,-0.059107893,-0.072558123,-0.090678889,-0.03062942,-0.10241446
58,0.028450546,0.039775659,0.036019098,0.038551498,0.056393373,0.039929201,-0.016153738,-0.006167564,0.024656579,0.03259705,0.052605808,0.069911665,0.051402111,-0.005769638,-0.003705476,-0.03977364,-0.034853209,0.027713669
59,0.028453316,0.082228637,0.088949138,0.046799017,0.071911708,0.075990038,0.031358205,0.116484243,0.037363579,-0.004403463,0.069145016,0.02328878,0.030151355,0.014998455,0.022469818,0.058458216,0.02972277,0.018355306
60,0.053382825,0.04348407,0.052700362,0.027275061,0.037308411,0.047512047,0.014812403,-0.015278538,-0.032594321,0.005255545,0.043854443,0.055307914,0.029161882,0.027070293,-0.023118509,-0.032632447,0.019565687,0.02440546
61,-0.036207747,-0.044654208,0.001735361,0.003415756,0.033154987,-0.001417868,0.001568569,-0.002520948,-0.03726763,0.001043418,0.001794914,0.022402897,0.028407773,0.026579816,0.006231186,0.05567902,0.044441675,-0.01536482
62,0.070457088,0.058576865,0.068970799,0.074866832,0.072186175,0.081557166,0.011280644,0.034435134,0.069958253,0.067067347,0.043897936,0.049060042,0.068839151,0.037728392,-0.007138717,-0.013754036,0.06523416,-0.015318868
63,0.057387178,-0.003765961,0.049291761,0.05081553,0.055459971,0.049737188,0.039175863,0.078274428,-0.016972244,0.038344911,0.011390773,0.032629526,0.043635808,0.028019626,0.036125896,0.005898794,0.06221811,0.024250126
64,0.004831968,-0.041806165,0.010699362,-0.025300212,-0.014076568,-0.035649106,0.006249843,-0.003293578,-0.029238579,-0.050189714,-0.018190746,-0.006168241,0.050828018,0.023373486,0.012243876,-0.014675969,-0.094363465,-0.026235591
65,0.066340904,0.059234017,0.038901233,0.046463695,0.042335914,0.046008319,0.020708436,0.01594782,0.052752724,0.103747119,0.037135816,0.045812654,0.08636522,0.038305075,0.001047624,0.034962268,0.067962877,0.010157528
66,-0.03834031,-0.033839204,0.004244695,0.014480077,0.022481947,0.018668912,0.00152302,-0.049611109,0.017240559,-0.044043296,0.055930788,0.026451836,-0.008812471,0.00880775,-0.05164783,-0.015796668,0.026406775,-0.024978667
67,-0.138178044,-0.124219383,-0.077840617,-0.05083417,-0.056526355,-0.048300413,-0.087422335,-0.147674917,-0.093260678,-0.084987041,-0.092734262,-0.132566908,-0.098740608,-0.105382685,-0.10753787,-0.144341292,-0.112105808,-0.098259229
68,0.110112386,0.084708459,0.043838383,0.080722375,0.04453498,0.05143908,0.028440591,0.09935652,0.078077221,0.047278147,0.006994077,0.074374345,0.069241238,-0.002185817,0.092191488,0.017977069,-0.049699371,0.017884647
69,-0.048703675,-0.037965046,-0.093563564,-0.07504122,-0.101749229,-0.103020958,-0.041291815,-0.084364842,-0.104463769,-0.014766506,-0.111232276,-0.050650523,-0.118171937,-0.08748731,-0.083855884,-0.072734114,-0.088418292,-0.048725682
70,0.022878676,0.055254839,0.030578781,0.051865012,0.03382368,0.071031566,0.015792399,-0.021664988,0.1601844,0.036097486,0.063284666,0.053288512,0.035151439,-0.009022942,-0.044490092,-0.039716021,-0.015568789,-0.004035909
71,-0.008700839,0.021806662,0.024855368,0.018613246,-0.005231206,0.014338148,-0.007754913,-0.058922936,-0.006327743,-0.054296389,-0.02182971,-0.025335263,0.002867345,-0.022546885,-0.054988713,-0.029564105,-0.002114156,-0.053034341
72,-0.03925588,-0.07857465,-0.028792359,-0.035017754,-0.01774913,-0.033169454,-0.063651852,-0.094377051,-0.075656818,-0.055481546,0.012721155,-0.046073501,-0.050535969,-0.06219121,-0.061827492,-0.040442084,-0.061083976,-0.069985918
73,0.068182362,0.091191439,0.129056185,0.115807655,0.106284338,0.158401625,0.110421597,0.144565091,0.114818,0.083410847,0.048310765,0.098276456,0.091601289,0.084964955,0.111542085,0.133610013,0.100555429,0.117319114
74,0.038719255,0.071386412,0.068939564,0.022897856,0.046916451,0.063077613,0.049507169,0.141248597,0.041826574,-0.070111829,0.09151651,0.006410336,0.05827973,0.047615981,0.109014253,0.058075156,0.072495921,0.039013611
75,-0.008448797,-0.002857305,0.016370173,0.026182762,-0.004426492,0.009952374,0.025405348,0.039775528,0.046970561,-0.007400695,-0.03060466,0.025308942,-0.013708077,0.037446834,0.058028858,0.069877341,0.021352478,0.026896948
76,-0.032211012,-0.067996657,-0.002267268,-0.018644002,-0.046864948,-0.023004157,-0.009187134,-0.022482905,-0.059416674,-0.018425671,-0.010505618,-0.047344583,-0.010708273,-0.036024612,-0.091459113,-0.000543255,-0.046934227,-0.019394862
77,-0.012518187,0.008897076,0.004292142,0.002398571,0.003963274,-0.007496009,-0.010809725,0.065220932,0.008662976,0.011742781,-0.039908695,-0.010311038,0.0863458,-0.012733024,0.0048312,0.013823838,0.006614839,-0.001178075
78,0.023664216,0.039912178,0.03514033,0.04573224,0.052513245,0.043000229,-0.00160545,0.021070142,0.021682835,0.003157287,-0.018261828,0.016359603,0.02952075,-0.008782352,-0.014480172,-0.017217469,0.016849357,-0.014518184
79,0.011708934,-0.001060548,0.04051559,0.046855814,0.033243706,0.036216459,0.053920213,0.065609812,0.048206199,-0.00414197,0.030708231,0.043092711,-0.001364109,-0.035313706,0.035989605,0.056485761,0.013152323,0.043946044
80,0.066449776,0.048772657,0.044163225,0.025688912,0.051722093,0.040244215,-0.001113788,0.002426609,0.052941356,0.000921921,-0.040152536,-0.008019885,0.003259112,-0.010417413,-0.035802913,-0.008436267,-0.01969837,-0.030226942
81,-0.022812748,-0.06175234,-0.027322187,-0.019865176,-0.024503448,-0.038185058,-0.026296285,0.023174717,-0.01314365,-0.054187999,-0.012342948,-0.030414981,-0.053332835,-0.018538122,-0.05377832,-0.037440715,-0.025560175,-0.032358803
82,-0.265674866,-0.271291523,-0.237857433,-0.209970989,-0.233820438,-0.230764081,-0.284371662,-0.360820315,-0.297208111,-0.255686502,-0.333297907,-0.261160615,-0.306474835,-0.349135441,-0.284394109,-0.303558735,-0.307978626,-0.31562745
83,-0.08357867,-0.084512899,-0.081271889,-0.073057806,-0.053900066,-0.093331421,-0.013555461,-0.092871183,-0.073126203,-0.027400935,-0.094550719,-0.063156122,-0.120414072,-0.086922692,-0.108787753,-0.081278887,-0.135522655,-0.073628529
84,0.082855526,0.070995667,0.083689818,0.049681316,0.072290366,0.077657445,-0.016698979,0.005210521,0.100050208,0.12312502,0.087820517,0.10094817,0.162438053,-0.01792107,-0.020131253,-0.046508043,0.011381611,0.025846881
85,0.095507717,0.040696199,-0.004054989,0.070167737,0.047240837,0.044741193,0.050514596,0.107516206,0.010947653,0.018758418,0.028777956,0.024285024,-0.003359339,0.005168927,0.099534564,0.120191011,0.087247113,0.067315789
86,0.228290242,0.155202342,0.057017259,0.04254199,0.052411734,0.031776388,0.03659793,0.04662086,0.012786239,0.123127601,0.035153141,0.044085046,0.136512628,0.050891623,0.050762816,0.041326596,0.035910174,0.084467957
87,-0.016942449,0.004399843,-0.034531926,-0.018452957,-0.014222997,-0.040050946,0.034681489,-0.016860288,-0.014608316,0.050814807,0.019493166,-0.038873686,0.009198903,-0.03138517,0.026805074,0.034973216,0.037481207,0.033161406
88,0.088699236,0.015167819,0.001770085,0.009631027,0.003295497,-0.000378564,-0.010954986,-0.011266773,0.01956225,0.002140782,-0.011362334,-0.01453069,0.009999367,-0.020625343,-0.010000196,-0.004179556,-0.033505591,0.041834576
89,0.020970852,0.01395033,-0.018431965,-0.001112959,-0.014293995,0.008887546,-0.041241747,-0.003618016,0.011369028,-0.013649833,-0.044832028,-0.038664313,-0.019073923,-0.054581506,-0.038403491,-0.042805846,-0.05311702,-0.019501351
90,0.049972229,0.049427706,0.056254358,0.035339593,0.066209441,0.052000992,0.055796282,0.02656787,0.070083893,-0.026293208,0.03312725,0.087731243,0.085461033,-0.024202957,0.041497625,0.032700092,0.009924671,0.045198172
91,-0.027865117,-0.04059904,-0.023808616,-0.004688366,-0.023481866,-0.003815125,0.034136206,-0.015916845,-0.050330884,-0.015245508,0.0130278,-0.048618001,-0.024901333,-0.013591105,-0.023759728,-0.017730357,-0.011426429,0.008749259
92,-0.036375609,-0.033141443,-0.044254248,-0.022725422,-0.033502205,-0.045875128,-0.029961376,-0.020985717,-0.033700787,0.015648559,-0.031229805,-0.056804209,-0.046188363,-0.058171805,-0.038375071,-0.098061496,-0.066156493,-0.043547687
93,0.035543905,0.001401467,0.035098337,0.037210614,0.034562423,0.030662359,0.018086315,0.009109268,0.023807592,-0.019019197,0.055151176,-0.022558928,0.017049304,-0.0436708,0.005292497,-0.053950777,0.027399114,-0.013685731
94,-0.00955869,-0.063140246,0.018870877,0.020442418,-0.002484432,0.001939076,-0.014626655,-0.013982011,-0.02737069,0.001657459,0.070351855,-0.00363691,-0.016867615,-0.078882195,-0.031358122,-0.033736377,-0.071809831,-0.082910744
95,-0.033971415,-0.048255465,-0.028561651,-0.015632502,-0.025996034,-0.025965974,-0.052925715,-0.073276318,-0.030886609,-0.021153945,-0.068147093,-0.066019157,-0.042615431,-0.077392747,-0.085315603,-0.084157565,-0.078709396,-0.006993862
96,0.035809576,0.076808295,0.020681456,0.010967193,0.016101639,0.008334942,-0.081045591,0.03453141,0.021535737,0.058188575,0.023948475,0.030124179,0.071503142,0.014483009,-0.015393392,0.010346126,0.011327395,0.040597353
97,0.043637964,0.042343873,0.060561958,0.060711911,0.042976081,0.078484622,0.015549367,0.037858503,0.053624347,0.019753047,0.050431026,0.106814665,0.018237491,0.064115681,0.057371722,0.077228783,0.085492511,0.0282092
98,0.003149981,-0.011314877,-0.028938848,-0.023317959,-0.017863893,-0.023147921,-0.01935238,-0.002018721,-0.022841668,0.006657989,-0.016479666,0.000379552,-0.018180639,0.028636687,0.007963193,-0.015261385,-0.003336943,0.006267496
99,-0.003648572,-0.026073921,0.005036062,0.02328589,0.020805648,0.011281608,-0.046955145,-0.00768074,-0.009684192,0.035372132,-0.015631009,-0.010433362,0.014803817,-0.059017147,0.009818815,0.005030305,0.020688691,0.015233254
100,-0.013487202,0.012426363,0.048005986,0.043784614,0.049795672,0.037345662,0.026440423,0.026131323,0.052636255,0.018750264,0.045635251,0.05294199,0.075344788,-0.015841717,0.011457786,-0.067954329,0.024043509,0.014307328
101,0.026637426,0.037856852,0.036393294,0.031006111,0.046296013,0.037209287,0.063590242,0.049609005,-0.035459652,-0.018379017,0.044889414,0.019277631,0.059490798,-0.038651699,-0.015297737,0.021061932,-0.005712016,0.035313089
102,0.00719197,-0.041260131,-0.019594644,-0.008891229,-0.008648623,-0.031540692,-0.012479218,-0.057453584,-0.053537322,0.003908035,-0.072243994,0.129253258,-0.036586146,-0.036787914,-0.034382598,-0.037305827,-0.040716509,-0.038728827
103,-0.014310148,0.007032914,0.091169054,0.07310115,0.069412825,0.062787626,0.02243345,0.123235829,0.053931667,0.068634692,0.055201836,0.092682541,0.054292296,-0.029443182,-0.011749485,-0.008209641,-0.015448331,-0.045495708
104,0.042923493,0.02940794,0.003186283,0.017504008,0.017088791,0.014018963,0.030304937,0.004843034,0.033688889,-0.016579988,0.011819253,-0.051735664,0.046505818,-0.005619595,0.020431168,-0.069553994,0.058101419,-0.033231705
105,-0.067300435,-0.06306836,-0.007512357,-0.005262533,-0.009536765,-0.010780804,-0.005715994,0.007136576,0.000766084,-0.002250338,-0.031589121,-0.023526754,0.046869851,-0.007830078,-0.01667908,-0.025156907,-0.017745,-0.021341165
106,-0.060792323,-0.15011456,-0.023049079,-0.033691822,-0.049535642,-0.038002662,-0.062894532,-0.064118724,-0.069955388,-0.110787408,-0.085876282,-0.059364346,-0.065903661,-0.058704609,-0.090509189,-0.035919658,-0.060430323,-0.080173175
107,0.021302048,-0.035662496,0.014843918,0.012299831,0.001463286,0.00951473,-0.024865256,-0.039142348,0.018806451,-0.005828999,-0.044094884,0.032073365,0.006005141,-0.009774881,-0.059444079,0.008720933,-0.046820353,-0.015938908
108,0.012264083,0.005072512,0.009875721,0.016127076,0.012747046,0.009331288,0.001470062,-0.009485141,0.000811956,0.002093308,0.005430273,0.009676887,-0.00662197,-0.068377936,-0.040687805,-0.093482632,-0.074856332,0.022986794
109,-0.071747388,-0.077715958,-0.07672867,-0.074321988,-0.090041005,-0.07904313,-0.090612144,-0.096159524,-0.110741893,-0.114465346,-0.126440438,-0.095262875,-0.092598553,-0.065503729,0.005429301,-0.060626006,-0.057437468,-0.108439806
110,0.030475013,0.017366345,0.00071599,0.013151868,0.006626828,0.02735777,-0.001178935,0.014041359,-0.005659725,-0.026625002,-0.029849629,0.020904304,-0.010873766,-0.045352747,-0.006182836,-0.000617746,0.031020149,0.054963786
111,0.018596812,0.001126532,0.032178168,0.009417731,0.020897166,0.021063066,0.001378199,0.076734577,0.000183722,-0.013631282,-0.013662973,0.028201025,0.016919532,-0.020112397,-0.062842083,0.034246179,0.016473294,0.006818686
112,-0.073288335,-0.060948243,-0.022716369,-0.040305982,-0.040380204,-0.018808355,-0.036259234,-0.09182947,-0.061288607,-0.105414522,-0.02262644,-0.108787358,-0.065668053,-0.077853086,-0.028828458,-0.055634903,-0.020410073,-0.065474788
113,0.090779279,0.105369024,0.107604766,0.071976809,0.078742081,0.099815562,-0.049439739,0.099503515,0.133939332,0.013550683,0.041330312,0.082048896,0.076135306,0.005163642,0.013233545,-0.023374117,0.054283182,0.031997317
114,-0.025736748,-0.044750036,0.005395907,-0.023580345,-0.013799671,0.008338308,0.011270656,0.012940948,-0.033060358,0.004237457,-0.050229976,0.039907123,-0.014652228,0.021119637,-0.026174757,-0.046960944,0.010885059,0.000902747
115,-0.040320971,-0.088025016,-0.015896659,-0.013689807,-0.002543635,-0.035335002,-0.076593697,-0.070425971,-0.078023312,-0.083636475,-0.067344778,0.014423475,-0.103203714,-0.093349335,-0.056132732,-0.077657506,-0.086688035,-0.067688007
