,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23
34,-0.051407914,-0.035792349,-0.066070517,-0.026505215,-0.048378966,-0.023735345,-0.010421078,-0.01941438,-0.031440327,-0.027299943,-0.067553754,-0.08119468,-0.068056937,-0.020555442,-0.032188467,-0.046104129,-0.06837713,-0.08194264,-0.046563396,-0.03544453,-0.027642643,-0.010403014,-0.036316232
35,0.035623169,0.067132774,0.030215709,-0.007502191,-0.001113184,0.036910129,0.023621014,-0.003269101,0.0252621,0.039695818,0.050491618,0.060222269,0.020368861,0.006494092,0.028440517,0.045315588,0.026437702,0.039853797,0.017856665,0.007563766,0.035478086,0.027755779,0.028811263
36,0.01558432,0.000926404,-0.00522015,0.016707641,-0.028385068,-0.010669071,-0.029332123,-0.026660269,-0.024588259,-0.028180516,-0.036962874,-0.028236724,-0.024873967,0.005639682,0.002062844,0.005046516,-0.014938062,-0.021863985,-0.011524333,0.000447549,-0.001125126,-0.005813577,-0.014515834
37,0.083192426,-0.018332726,0.035265064,0.040849033,-0.013609734,-0.059628423,-0.022086713,-0.037075127,-0.032641878,-0.045189435,-0.049534068,-0.079756526,-0.006803068,-0.008860794,0.062738966,-0.00287216,-0.041371347,-0.075925467,0.007478766,-0.019929443,-0.018865682,-0.035394752,-0.04050568
38,-0.018554588,-0.077941967,0.003018405,-0.010895668,-0.041383769,-0.080783854,-0.043573747,-0.055829925,-0.0600129,-0.058830022,-0.069676914,-0.079528579,-0.046386422,-0.027069279,-0.062956522,-0.046560386,-0.083004205,-0.076778938,-0.04186898,-0.060434062,-0.045124959,-0.062567617,-0.057236314
39,0.05557721,0.040943192,-0.010978394,0.011664754,0.006853926,0.005321103,0.001016949,0.002464363,-0.00119444,0.022867559,0.013771759,0.002078771,-0.015400544,-0.000877275,-0.007249057,0.003671846,-0.014014327,-0.029631775,0.004203031,0.011123778,0.008835187,0.044206554,0.00696319
40,-0.016056309,0.001702552,0.000822837,-0.001838446,-0.021466244,-0.006847563,0.009267244,-0.005919491,0.005834972,-0.008042982,-0.016615277,-0.002873448,-0.020196028,-0.01054758,-0.018217854,-0.017138839,-0.006812707,-0.008851345,-0.034269251,-0.015272507,-0.023929108,-0.017958692,-0.017225868
41,-0.092775683,-0.033659076,-0.072877676,-0.07895359,-0.100619742,-0.048021717,-0.057539487,-0.06258369,-0.050302589,-0.054545316,-0.065657003,-0.05648308,-0.043124855,-0.048190017,-0.003308411,-0.037958791,-0.050381927,-0.031858728,-0.038795112,-0.045200171,-0.045681754,-0.033459302,-0.045293403
42,-0.024838353,-0.014140711,-0.002427813,0.040546516,-0.004291768,0.036385526,0.008794877,0.02546361,0.011096683,0.031625459,0.087144376,0.072956821,-0.010987623,-0.003566864,-0.002337202,-0.00386891,0.020506176,0.025892677,0.00444554,0.024154001,0.020754025,0.005446308,0.036823922
43,-0.089707808,-0.075635364,-0.056101421,-0.021309749,-0.079466234,-0.035804661,-0.01747809,-0.015854253,-0.031415924,-0.025905445,-0.034694662,-0.022318173,-0.031116216,-0.036398267,-0.001785614,-0.003068456,-0.038263567,-0.070874985,-0.022092812,-0.027847699,-0.021667392,-0.037224485,-0.026166896
44,0.175539498,0.148499844,0.094078237,0.116255209,0.122792881,0.134732311,0.091922389,0.106698649,0.086999022,0.092418419,0.126683203,0.110651736,0.08284024,0.050703903,0.043663353,0.07734597,0.074791573,0.112525797,0.045709953,0.092628427,0.085097829,0.061290743,0.116900422
45,-0.013415081,0.007855594,-0.014222838,-0.00243652,-0.02523167,-0.020829088,-0.012979286,-0.007109123,0.005045832,0.005908721,-0.011175967,-0.023469568,-0.003887357,0.014319814,0.005548809,0.005901131,-0.013575005,-0.009886171,0.021005238,0.018493485,0.006197874,0.000897968,-0.023635904
46,-0.038432785,-0.028828329,-0.027682101,-0.047879357,-0.032516495,-0.004813419,0.003340172,-0.007316487,0.008692443,0.010194415,-0.016148197,-0.015674662,-0.01834678,-0.041151358,-0.040757738,-0.010809001,-0.015512594,-0.040804636,-0.013365156,-0.033562273,0.003011454,-0.027449604,-0.008334235
47,-0.016586185,-0.009683519,-0.037679904,-0.001108517,-0.002287356,-0.026279348,-0.023622306,-0.017791477,0.001836844,-0.009138129,-0.016340026,-0.015049391,-0.011335345,-0.002061381,-0.029133114,-0.033461975,-0.045274646,-0.018341995,-0.056377689,-0.022134625,-0.018612072,-0.005215899,-0.018565315
48,-0.014797851,0.032624062,-0.01242933,-0.015601919,0.01921068,0.009659044,0.021621683,0.024372147,0.019304897,0.028953544,0.019487222,0.042232781,-0.002917233,0.017676632,-0.020777059,-0.001242654,0.029801636,-0.015738794,0.013789043,0.01475074,0.010817834,0.006869828,0.013203497
49,0.103623282,0.123894932,0.081635254,0.085490098,0.099272261,0.110920276,0.062170857,0.075117024,0.082140677,0.073983201,0.103468935,0.108982668,0.108123281,0.068737246,0.079954121,0.118062024,0.120617264,0.123958113,0.081896415,0.079886243,0.092716113,0.098538279,0.102210342
50,0.036650423,0.004054055,0.006698583,0.027686325,-0.016795006,0.000629491,0.013208621,0.004598983,0.025772322,0.014010878,0.02632723,0.036158003,0.031502079,0.041749295,0.076086863,0.019201515,0.035157681,0.012844906,0.036086112,0.023583292,0.006619236,-0.00144952,0.029998433
51,-0.011271141,-0.026285437,-0.020988044,0.013755991,0.002539061,0.001083483,-0.007401671,-0.014527903,-0.011727215,0.00479957,-0.024507898,-0.027208113,0.01102337,-0.010572274,-0.036589965,0.011719315,-0.032323449,-0.027286793,-0.056504435,0.011072759,0.029270706,-0.007436253,-0.013977278
52,-0.00964669,-0.037162545,-0.029541695,-0.012419455,-0.03472371,-0.006551685,-0.01353153,-0.009276757,-0.007261021,0.001967572,-0.020180235,-0.017207041,0.007174175,-0.003800432,-0.008308919,0.001439016,-0.033515701,-0.005869555,0.02221069,-0.006483939,0.011312089,-0.004169626,-0.008846277
53,0.027807304,0.027389793,0.008527307,0.051445202,0.054762746,0.045323472,0.05910373,0.067191136,0.01731438,0.04381453,0.077417647,0.046552783,0.015220901,0.017189909,0.00035657,0.008014212,0.023082855,0.019209836,0.000111834,0.031445358,0.017166699,0.076884129,0.020138801
54,-0.009015855,0.004051008,0.006779266,-0.000536644,-0.017028707,-0.000435399,0.015054429,0.022798035,0.006131727,0.018281929,0.009907335,0.013230395,-0.002146349,0.023881896,-0.035144041,0.004126964,-0.011351969,0.019661359,-0.007172058,0.022014831,-0.011663989,0.017121478,0.02938594
55,0.039430383,0.036938513,0.00230613,0.001146271,0.018716803,0.025483144,-0.01213403,-0.032268007,-0.005055674,-0.005820657,-0.010080844,-0.000640337,0.008709342,0.008908364,0.003018913,0.010817936,0.010838676,0.013470063,0.043671409,0.041429791,0.02682721,-0.012258679,0.017279094
56,0.011255033,-0.026538002,-0.016345728,-0.003114775,-0.018728544,-0.03631646,-0.001764226,-0.008759438,0.002742064,-0.008216424,-0.002003669,-0.011846889,-0.004583802,0.004935717,-0.023797364,-0.02730742,-0.026291496,0.01721883,0.011025144,-0.008350791,-0.013906938,-0.017029452,-0.014919697
57,-0.075944815,-0.08225858,-0.039383985,-0.044460324,-0.032576409,-0.04939101,-0.033397528,-0.045161815,-0.059150631,-0.043527396,-0.057573668,-0.057152799,-0.041856335,-0.057276212,-0.086656446,-0.02885791,-0.0542912,-0.054016683,-0.027755626,-0.042541641,-0.03728097,-0.036394603,-0.04414659
58,-0.00490844,0.000352657,0.040623625,0.042480569,0.021469493,0.005346838,0.044578796,0.044793614,0.056063675,0.052602176,0.037580586,0.040757616,0.056175768,0.011999171,0.009892868,0.017395415,0.008703845,0.035105261,0.008038912,0.011396363,0.028554207,0.057829944,0.05481967
59,0.065497371,0.132080404,0.052059899,0.055277985,0.059013014,0.076182051,0.036915132,0.080252871,0.061336149,0.042494049,0.074931759,0.065177624,0.059870339,0.042050923,0.056192163,0.03788021,0.045412004,0.063799646,0.072733599,0.045180641,0.039996541,0.054858893,0.05533858
60,0.035170097,0.052457185,0.029823017,0.028975991,0.041758456,0.038691288,0.019923233,0.052000567,0.022291604,0.032727166,0.035780555,0.03318058,0.022502782,0.028053086,0.000212843,0.033327981,0.05599144,0.047624668,0.002266918,0.051427143,0.035208252,0.028587823,0.026738291
61,0.007134299,0.007770516,0.011951716,-0.012646974,-0.013591992,0.005021422,-0.009651872,0.005539817,0.015321464,0.021916106,0.050383092,0.020286568,-0.004944682,0.016081458,0.001563341,0.046742311,0.010714084,0.03320342,0.076066128,0.035350282,0.002756232,-0.014014247,0.027316829
62,0.02304542,0.07958287,0.05183182,0.073556021,0.059361978,0.073454021,0.074836958,0.073763807,0.06996997,0.072995061,0.079841616,0.066115441,0.029961611,0.05711167,0.024389303,0.050307901,0.053919839,0.061258572,0.109303183,0.087450953,0.071311816,0.059178543,0.069529735
63,0.04600643,0.005202272,-0.011651909,0.056684349,0.009681105,0.02898296,0.04735716,0.056594615,0.047168864,0.060184497,0.04737813,0.036163986,0.036425307,0.02491632,0.017418068,0.033814916,0.055213907,0.040953646,0.05966957,0.068071119,0.005495617,0.025329308,0.030881819
64,-0.021684654,0.013171445,-0.013287215,-0.016897238,-0.039089575,0.006380964,-0.027782258,-0.020810638,-0.007584135,-0.00627647,0.010403743,0.010011309,0.011178121,0.013706049,0.002046174,0.007311061,-0.00414321,0.030213681,0.051181522,-0.032550207,-0.010536056,0.021644029,0.034429072
65,0.024232736,0.011840881,0.013699682,0.024991043,0.029936061,0.052036621,0.047329869,0.049891583,0.029451488,0.036624776,0.071924605,0.054983326,0.039325205,0.034803029,0.040712411,0.030893129,0.020414143,0.023633826,0.021253161,0.01659074,0.011206883,0.053171798,0.028215967
66,-0.030429462,-0.036041427,-0.042619666,-0.076641808,-0.066409931,-0.012254814,0.01144955,0.022615959,0.016122091,0.015934194,0.042061231,0.010969,0.006989688,0.040777541,0.004355773,-0.015137206,0.033905311,-0.022938165,0.035227368,0.010216463,-0.014139763,-0.021687829,0.024357676
67,-0.089281845,-0.135059705,-0.129755733,-0.127091996,-0.08786673,-0.083056391,-0.04425679,-0.057673591,-0.047236558,-0.05652454,-0.057306634,-0.084617679,-0.073001091,-0.052594603,-0.067844559,-0.099421548,-0.094315514,-0.097193161,-0.047027223,-0.071785266,-0.070539428,-0.061558918,-0.049365577
68,0.095236582,0.096959245,0.063380581,0.061441898,0.076985128,0.098187815,0.080414838,0.050986834,0.055370264,0.050158569,0.037452693,0.025741394,0.019768869,0.011712435,0.020646513,-0.006129195,0.00661683,0.012940872,-0.00461287,0.032308498,0.022359321,0.036458791,0.015576714
69,-0.074483154,-0.073778854,-0.010970046,-0.038785248,-0.060994196,-0.067179021,-0.069696786,-0.112738399,-0.068257008,-0.080290369,-0.073115173,-0.096729083,-0.074234431,-0.033853687,-0.014994769,-0.048087153,-0.047769435,-0.066203283,-0.056267214,-0.04594484,-0.016264222,-0.045435938,-0.067726482
70,0.028555347,0.047610873,0.044057007,0.034663401,-0.005910001,0.0523192,0.043566909,0.055891292,0.034227124,0.044535036,0.032962333,0.030008575,0.014731448,-0.00264363,-0.00549525,0.012413022,0.06743743,0.028829777,0.014907336,0.003764474,-0.006472291,0.003752675,0.031604329
71,0.015566642,0.010515739,0.003344125,0.007378322,0.014366402,0.003310149,0.025183195,0.017002864,-0.027405544,-0.004276504,0.003149769,0.018192559,-0.00929772,-0.019499867,-0.04646586,-0.012416797,-0.001924659,0.013681776,0.019702451,0.016124855,-0.020769155,-0.049724536,-0.012973007
72,-0.06007015,-0.025106608,-0.047284443,-0.026014703,-0.047391218,-0.050493171,-0.032702966,-0.028752862,-0.039638783,-0.038056299,-0.020270761,-0.024499649,-0.046963553,-0.03460518,-0.031812849,-0.0229018,-0.01914619,-0.023604985,-0.024662803,0.013688892,-0.019056987,-0.006867736,-0.018489243
73,0.151072171,0.211252694,0.136992719,0.143368484,0.12374977,0.118772198,0.107889074,0.138448315,0.094273997,0.095888259,0.113949325,0.146897665,0.100949464,0.06580467,0.118067557,0.08934825,0.079107215,0.110605676,0.093687923,0.096650823,0.081052073,0.091466475,0.087373279
74,0.067958087,0.017754488,0.083332933,0.045465908,0.081150553,0.094026831,0.011014324,0.045764875,0.046244058,0.053125637,0.07565195,0.073318138,0.043798299,0.038308437,0.038542568,0.058157375,0.060806018,0.075082181,0.042815215,0.034162084,0.033503787,0.062509635,0.059814409
75,0.083807877,0.053772602,0.035312181,0.094305059,0.01556362,0.009279805,0.045528847,0.002669571,0.019973782,0.01474206,-0.000393853,0.008149904,0.008154976,0.013856542,0.035715062,0.037570128,0.006158014,-0.006401141,0.006145088,0.043703053,0.025764316,0.023553977,0.021526147
76,-0.014459858,0.016552585,0.009091096,-0.020015276,0.010810562,-0.006959701,-0.021233239,-0.021964298,-0.020274705,-0.042011561,-0.034107163,-0.040233314,-0.007176026,-0.017742257,-0.004181972,-0.017582795,-0.060544439,-0.007388187,-0.021078822,-0.037416181,-0.03623852,-0.019878552,-0.058676823
77,0.027927173,0.01163549,0.02248403,0.049657588,0.012762009,-0.003696703,0.005963167,0.000522016,-0.017946213,0.008745793,-0.010785776,0.011280257,0.015760492,-0.009057357,-0.001723489,0.004457759,-0.006389177,-0.007223446,0.00364024,-0.029805824,-0.020154645,-0.011202594,-0.017369662
78,0.007863155,-0.001493195,0.015146477,0.029508919,-0.043807483,0.048663881,0.042142203,0.043420946,0.024865862,0.045436232,0.04126756,0.035226668,0.011144624,0.018136838,0.02586408,0.037891119,0.014799747,0.045630435,-0.002680102,0.018734832,0.022222637,0.031868133,0.029836191
79,0.094503733,0.054267656,0.037500161,0.064963877,0.039615039,0.021562972,0.047407616,0.044274395,0.021062512,0.032057296,0.042147085,0.027085796,0.027681507,0.010136972,0.033150976,0.018421718,0.056828347,0.009666155,0.082404083,0.037808,0.032899009,0.032322653,0.029289456
80,0.015164772,0.056711713,-0.020831922,-0.024705256,0.037108412,0.058080196,0.024003803,0.040341746,0.028355851,0.030631746,0.02301279,0.037548934,-0.008173718,0.025625866,-0.011742669,0.013725429,0.025649823,0.011456145,0.011639241,0.015220141,0.025724618,0.017280641,0.046732608
81,-0.03479744,-0.026459376,-0.027078047,-0.040967359,0.012775529,-0.037031721,-0.032352303,-0.023263039,-0.021801264,-0.017485158,-0.036092866,-0.004887088,-0.012168044,-0.015456922,0.014815781,-0.012697509,-0.009473339,-0.009695447,-0.018512438,0.025574327,-0.010264088,-0.030444311,-0.033689535
82,-0.313670142,-0.340981231,-0.34275879,-0.294104832,-0.32850574,-0.224174495,-0.193374682,-0.233980141,-0.219498437,-0.209005736,-0.294942331,-0.299954491,-0.255839022,-0.257177041,-0.253856597,-0.263575761,-0.232730391,-0.311911854,-0.280686748,-0.314376281,-0.233189958,-0.212413527,-0.278757241
83,-0.052356227,-0.108942998,-0.059594542,-0.078621329,-0.089355669,-0.079342403,-0.08357449,-0.088272125,-0.034308148,-0.043094916,-0.063019029,-0.055201435,-0.031361708,-0.04676745,-0.085472682,-0.026274143,-0.041208128,0.000600774,-0.045350435,-0.055280189,-0.020264534,-0.019821443,-0.054999043
84,0.067858199,0.101935961,0.044097709,0.075080703,0.00041452,0.069128634,0.053474202,0.080733042,0.052100619,0.045102425,0.117818715,0.119911124,0.055628203,0.022618906,-0.022692178,0.02217013,0.072355917,0.053476707,0.023643093,0.050500493,0.042600073,0.028857832,0.083862969
85,0.10904167,0.111400019,0.046289349,0.070633947,0.037924502,0.097639664,0.041550008,0.029719429,0.062805858,0.060553066,0.030050171,-0.019605247,0.031881756,0.031239586,0.09621931,0.0777775,0.01654647,0.018893814,0.057563064,0.086458322,0.019199638,0.070136712,0.01064985
86,0.120285214,0.120200551,0.069502873,0.070426897,0.072181928,0.092756693,0.03168584,0.050572446,0.00804039,0.043139525,0.078231925,0.089420662,0.038145882,0.031254519,0.072152298,0.090037105,0.0849426,0.053924256,0.080060384,0.070015389,0.063939536,0.058777649,0.085292811
87,0.026539393,0.018738925,-0.001519125,-0.012453044,0.00240927,-0.041218577,-0.048935837,-0.023684368,-0.003250234,0.002829034,0.033688856,0.031605766,0.041023532,0.020393902,0.053042715,0.049450202,0.05071441,0.048165122,0.030024544,0.06216333,0.069535295,0.039526527,0.043673857
88,0.036543083,0.029029605,0.00698735,0.001618448,-0.001333692,-0.006820381,-0.00678242,0.013063818,0.008784435,0.001473369,0.009338045,0.011160456,0.018825634,-0.003827312,-0.001463283,0.029768467,0.037047685,0.025387553,0.007674992,0.032678934,0.041065761,-0.004514169,0.002033108
89,0.003398131,0.002720976,0.005061728,-0.00573782,-0.013970888,0.014417443,-0.012005582,-0.018417251,-0.010728767,0.011700458,-0.018549916,-0.040781277,-0.026639934,-0.020017385,-0.032605238,-0.019409137,-0.015168355,-0.048724976,-0.049024357,-0.013781064,-0.011290202,-0.009580051,-0.029424593
90,0.0703187,0.069039031,0.095671758,0.049560037,0.068209421,0.050977362,0.038559281,0.041285108,0.059184813,0.037501396,0.058799335,0.081981166,0.046405074,0.022339023,0.031967554,0.08151886,0.081687613,0.051077416,0.052766603,0.05817936,0.023911974,0.034469157,0.061287937
91,-0.009879898,-0.026681352,-0.035157461,-0.032584657,-0.025129264,-0.021776221,-0.00059379,-0.000183218,-0.011826322,-0.016780865,-0.019696214,-0.027836849,-0.029281034,-0.021435803,-0.002379793,-0.010568817,-0.007611444,-0.012764895,-0.020363529,0.001462557,0.004899955,-0.01974842,-0.006569492
92,-0.039111976,-0.068661869,-0.010395866,-0.044204398,-0.035790311,-0.02265579,-0.047238218,-0.047747816,-0.014373172,-0.019850684,-0.020128521,-0.045768103,-0.028506339,-0.016767819,-0.016809058,-0.035603352,-0.021370503,-0.026390804,-0.019109451,-0.014877173,-0.027515284,-0.00848358,-0.022566189
